iter	RMSE
188	121.4926766
189	121.3453358
190	121.1804191
191	121.0964674
192	120.9775982
193	120.8083041
194	120.6961872
195	120.6004269
196	120.4974403
197	120.3715749
198	120.2343346
199	120.0841305
200	119.9476092
201	119.8479776
202	119.8386564
203	119.7432217
204	119.6706226
205	119.4941176
206	119.3162787
207	119.1359024
208	118.9859814
209	118.8105097
210	118.6902258
211	118.5963691
212	118.4887054
213	118.4373882
214	118.3322665
215	118.2468781
216	118.1589113
217	118.0748683
218	118.0315334
219	117.8097953
220	117.6827319
221	117.5985891
222	117.4051176
223	117.3654224
224	117.18812
225	117.1469549
226	116.9609791
227	116.8623749
228	116.745622
229	116.6951595
230	116.6258402
231	116.5786553
232	116.3718879
233	116.2129156
234	115.9463094
235	115.8773167
236	115.8058436
237	115.7301006
238	115.562218
239	115.4699585
240	115.3708491
241	115.2386742
242	115.1512107
243	115.0291205
244	115.0028252
245	114.8640161
246	114.8416799
247	114.6418223
248	114.4798125
249	114.3756878
250	114.0830321
251	114.0040412
252	113.8996436
253	113.8438568
254	113.7717387
255	113.7378983
256	113.6117952
257	113.4793083
258	113.364571
259	113.3410461
260	113.20108
261	113.1323416
262	113.0978373
263	112.8936072
264	112.8114848
265	112.7322882
266	112.6857059
267	112.6194382
268	112.5441341
269	112.4484409
270	112.3207009
271	112.248586
272	112.1995139
273	112.1038599
274	111.9828624
275	111.9371205
276	111.771835
277	111.6495842
278	111.4928954
279	111.4013707
280	111.3594991
281	111.2344833
282	111.1363142
283	110.9556064
284	110.8211669
285	110.7193605
286	110.6551266
287	110.593121
288	110.4860415
289	110.3737392
290	110.3163639
291	110.1626642
292	110.0724168
293	109.9326961
294	109.8141159
295	109.7745357
296	109.6672772
297	109.647711
298	109.5750518
299	109.3870433
300	109.2682545
301	109.1805078
302	109.1343454
303	109.0764483
304	109.024054
305	108.9617678
306	108.8490104
307	108.7621888
308	108.655078
309	108.5738575
310	108.4104807
311	108.3404288
312	108.2151601
313	108.1513536
314	107.9818073
315	107.8899641
316	107.7715888
317	107.7173341
318	107.6292755
319	107.5523715
320	107.4164423
321	107.3378146
322	107.2695108
323	107.1875827
324	107.0762706
325	106.9572757
326	106.9035246
327	106.8440671
328	106.7910816
329	106.6834311
330	106.6557934
331	106.5909287
332	106.5047134
333	106.4684224
334	106.3078836
335	106.277845
336	106.1254732
337	106.0178302
338	105.9650497
339	105.9196943
340	105.7208673
341	105.6470768
342	105.5898105
343	105.4785528
344	105.4071253
345	105.3769024
346	105.3636169
347	105.2203074
348	105.1135323
349	105.0694902
350	105.050235
351	104.9992448
352	104.9685069
353	104.9455152
354	104.8708469
355	104.8473759
356	104.7896026
357	104.7035071
358	104.6415615
359	104.5982089
360	104.5392081
361	104.5070618
362	104.4325388
363	104.376779
364	104.2408341
365	104.1569541
366	104.0815396
367	104.0321177
368	103.917306
369	103.8187101
370	103.7975488
371	103.7113597
372	103.6720266
373	103.5630883
374	103.474074
375	103.2501137
376	103.2170798
377	103.1690351
378	103.1318029
379	103.0730773
380	102.99289
381	102.9583273
382	102.9384123
383	102.875317
384	102.8019091
385	102.753521
386	102.6619556
387	102.6251493
388	102.5346699
389	102.2586145
390	102.1587363
391	102.0866497
392	101.9196578
393	101.8851871
394	101.757117
395	101.6675908
396	101.6351492
397	101.454815
398	101.4289638
399	101.3217541
400	101.269148
401	101.1648083
402	101.0124234
403	100.9558137
404	100.8327345
405	100.7490187
406	100.6801877
407	100.6353979
408	100.6263791
409	100.5263348
410	100.4376128
411	100.3957258
412	100.3785193
413	100.3081226
414	100.1624879
415	100.0565726
416	99.99794651
417	99.82069953
418	99.71553009
419	99.59232606
420	99.51776372
421	99.41331268
422	99.33637938
423	99.31849786
424	99.2970261
425	99.19142093
426	99.10231978
427	99.06595208
428	99.03121023
429	98.96752501
430	98.9414828
431	98.86817884
432	98.68727817
433	98.67039671
434	98.54559024
435	98.49578804
436	98.43031195
437	98.33475743
438	98.27942567
439	98.14063874
440	98.12855127
441	97.99980497
442	97.83106089
443	97.68888876
444	97.61793826
445	97.51363999
446	97.45738106
447	97.33310829
448	97.30377779
449	97.24358597
450	97.2088954
451	97.13394837
452	97.12150131
453	97.04095425
454	96.98988959
455	96.91973609
456	96.88092922
457	96.82146321
458	96.66994736
459	96.51503704
460	96.46548004
461	96.29025362
462	96.19854868
463	96.18065683
464	96.03642112
465	95.95770145
466	95.81370701
467	95.74586286
468	95.59317613
469	95.50797585
470	95.49814162
471	95.49376613
472	95.34328084
473	95.20315914
474	95.0732683
475	94.9978311
476	94.91807925
477	94.77098004
478	94.60986341
479	94.56805524
480	94.45859193
481	94.3808076
482	94.34586062
483	94.26892749
484	94.17440123
485	94.08662093
486	94.05286874
487	93.9631307
488	93.83817897
489	93.79674379
490	93.75609904
491	93.68589594
492	93.63485434
493	93.54022626
494	93.36595472
495	93.30419389
496	93.28181756
497	93.12897862
498	93.11598369
499	93.06992501
500	93.0440991
501	92.90491698
502	92.8424767
503	92.71389397
504	92.60838984
505	92.55118821
506	92.47092075
507	92.37420657
508	92.34736349
509	92.2276836
510	92.07341161
511	92.05457552
512	92.02177278
513	91.99787255
514	91.95746671
515	91.93881191
516	91.80753172
517	91.7768729
518	91.75695198
519	91.73507965
520	91.72242093
521	91.72001764
522	91.683163
523	91.5671083
524	91.48457934
525	91.40660729
526	91.31876217
527	91.292351
528	91.09141874
529	90.9721602
530	90.94762055
531	90.80454836
532	90.75882737
533	90.59692575
534	90.5588856
535	90.50253572
536	90.41991952
537	90.33017202
538	90.25754409
539	90.19395314
540	90.18111429
541	90.14950115
542	90.07349195
543	90.02126453
544	90.01147136
545	89.97142171
546	89.92799566
547	89.90880316
548	89.83022522
549	89.67872625
550	89.63296664
551	89.60674078
552	89.54407966
553	89.53841752
554	89.50211041
555	89.4239624
556	89.35880017
557	89.28231816
558	89.20582326
559	89.14430366
560	89.13632516
561	89.08683986
562	89.05543553
563	89.0180345
564	88.90439796
565	88.89773009
566	88.83882113
567	88.74339463
568	88.73898826
569	88.71670545
570	88.63789198
571	88.59765049
572	88.55105206
573	88.48561197
574	88.4669622
575	88.40965135
576	88.28990079
577	88.25848415
578	88.1424708
579	88.03260233
580	87.89027995
581	87.86186293
582	87.82236945
583	87.72366329
584	87.66412662
585	87.58533093
586	87.50760113
587	87.45320203
588	87.36867921
589	87.31046912
590	87.29007492
591	87.22621236
592	87.19902427
593	87.18015387
594	87.11313258
595	87.07569311
596	87.06210361
597	87.01616332
598	87.0117757
599	86.94567725
600	86.9037653
601	86.8448367
602	86.7946902
603	86.68171958
604	86.59992822
605	86.58060398
606	86.49470781
607	86.36787815
608	86.29814389
609	86.27022436
610	86.25312155
611	86.19674366
612	86.14066908
613	86.12680719
614	86.04397112
615	86.00200876
616	85.93472963
617	85.91071549
618	85.84856437
619	85.74957034
620	85.72514766
621	85.69536279
622	85.58988457
623	85.56215422
624	85.55958873
625	85.45167761
626	85.41660392
627	85.3742844
628	85.27032667
629	85.17322425
630	85.11905715
631	85.03788376
632	85.0124723
633	84.92138767
634	84.87835185
635	84.84076007
636	84.79258637
637	84.79132452
638	84.74544904
639	84.62839927
640	84.56750679
641	84.51112247
642	84.4669168
643	84.35850814
644	84.33850182
645	84.2966863
646	84.2621845
647	84.20497615
648	84.17650652
649	84.13905385
650	84.09942856
651	83.92455508
652	83.90417353
653	83.86142873
654	83.83585158
655	83.77663489
656	83.74899763
657	83.67143104
658	83.56619561
659	83.50468594
660	83.44189657
661	83.39716979
662	83.32901855
663	83.28628109
664	83.25422882
665	83.23130074
666	83.1661311
667	83.13220255
668	83.04463222
669	82.95957393
670	82.85449672
671	82.61558844
672	82.54359746
673	82.48848481
674	82.45103163
675	82.43176902
676	82.4158951
677	82.33428177
678	82.26949912
679	82.23856202
680	82.19540122
681	82.17261212
682	82.11175986
683	82.10599182
684	82.08331743
685	82.0613074
686	81.95980805
687	81.91946881
688	81.86577203
689	81.83794816
690	81.82684889
691	81.79436885
692	81.74428984
693	81.66071121
694	81.64012783
695	81.55259461
696	81.45017778
697	81.4242013
698	81.40610745
699	81.15775655
700	81.07988797
701	81.05447741
702	81.00482086
703	80.95778506
704	80.92504292
705	80.81767519
706	80.77717966
707	80.71550431
708	80.69169106
709	80.59760405
710	80.57323909
711	80.48310601
712	80.4529201
713	80.40173315
714	80.36766379
715	80.32840557
716	80.26715438
717	80.24475501
718	80.23612033
719	80.22640645
720	80.22061343
721	80.13207014
722	80.07334255
723	80.04268327
724	80.01961001
725	79.99159328
726	79.93292627
727	79.92108911
728	79.85299984
729	79.84139933
730	79.82574624
731	79.7133505
732	79.69624402
733	79.63938212
734	79.57539726
735	79.52795421
736	79.47941817
737	79.46513775
738	79.43336976
739	79.41706068
740	79.36202173
741	79.31931369
742	79.25272751
743	79.22223327
744	79.13403583
745	79.01871659
746	78.94552869
747	78.87386292
748	78.82151792
749	78.80273129
750	78.72900041
751	78.65760355
752	78.57577037
753	78.52518089
754	78.50956432
755	78.48573162
756	78.43099073
757	78.41115433
758	78.32658668
759	78.2528901
760	78.21233006
761	78.19196472
762	78.15066189
763	78.05425405
764	78.05186963
765	77.9747831
766	77.88884023
767	77.83145324
768	77.80586277
769	77.75614155
770	77.68619224
771	77.64512471
772	77.54860684
773	77.52373455
774	77.50913517
775	77.49258681
776	77.43781757
777	77.40367023
778	77.38176731
779	77.35943266
780	77.30640815
781	77.24346207
782	77.19015323
783	77.15119493
784	77.10582519
785	77.04349457
786	76.94995017
787	76.90392542
788	76.67802268
789	76.62339985
790	76.57864782
791	76.53569865
792	76.47470299
793	76.42956417
794	76.41642288
795	76.31497984
796	76.25550074
797	76.10957363
798	76.05896277
799	75.98883843
800	75.94765146
801	75.87439192
802	75.85590199
803	75.82541787
804	75.78932356
805	75.73555936
806	75.67725782
807	75.60198494
808	75.5731191
809	75.51043924
810	75.40551062
811	75.38080503
812	75.31758115
813	75.25988755
814	75.21092152
815	75.16959333
816	75.11759091
817	75.10327359
818	75.05554439
819	74.97778126
820	74.89605885
821	74.84608871
822	74.78796491
823	74.68832029
824	74.65126536
825	74.63070032
826	74.58521326
827	74.55932941
828	74.50008743
829	74.49522494
830	74.42398781
831	74.36515097
832	74.26335577
833	74.16834598
834	74.16672554
835	74.02897832
836	73.93089259
837	73.86659827
838	73.847525
839	73.81668043
840	73.7698843
841	73.68474142
842	73.64361996
843	73.63132647
844	73.61339449
845	73.57239856
846	73.55263546
847	73.53494079
848	73.47219147
849	73.44873009
850	73.34544883
851	73.29034472
852	73.25243248
853	73.21875615
854	73.18932217
855	73.15930023
856	73.01954682
857	72.94702191
858	72.92683201
859	72.87636577
860	72.81364168
861	72.74799028
862	72.69687125
863	72.65810343
864	72.6267916
865	72.59559524
866	72.53311667
867	72.47873546
868	72.40278985
869	72.33469052
870	72.27927663
871	72.25394184
872	72.21143353
873	72.1518665
874	72.10344162
875	72.08668827
876	72.0651024
877	72.03613316
878	71.9414569
879	71.88238598
880	71.84679179
881	71.75184161
882	71.72331334
883	71.67155399
884	71.6424082
885	71.57683812
886	71.53645678
887	71.43433212
888	71.39097494
889	71.37686149
890	71.35397483
891	71.30574442
892	71.29870146
893	71.29291812
894	71.19737344
895	71.11142845
896	71.05436421
897	71.04068382
898	70.97344073
899	70.91412063
900	70.88885591
901	70.83618187
902	70.79310974
903	70.73923051
904	70.66440384
905	70.61056662
906	70.57060588
907	70.53376495
908	70.47260413
909	70.46327789
910	70.44514968
911	70.36460612
912	70.27021187
913	70.15398079
914	70.07710433
915	70.06774237
916	69.98238259
917	69.89325026
918	69.83656566
919	69.79045052
920	69.75460708
921	69.67728875
922	69.65966367
923	69.58884617
924	69.56524804
925	69.53218838
926	69.50050995
927	69.42905371
928	69.37535709
929	69.30005304
930	69.27164019
931	69.21229666
932	69.18141555
933	69.1513043
934	69.1389211
935	69.06434896
936	69.00690614
937	68.9843383
938	68.85470892
939	68.83112125
940	68.74369014
941	68.71673015
942	68.67319031
943	68.5729683
944	68.55906955
945	68.52265282
946	68.43838102
947	68.40161313
948	68.3833147
949	68.29524893
950	68.24757699
951	68.21660006
952	68.16644995
953	68.12731323
954	68.08559724
955	68.0406154
956	68.01362594
957	67.99340663
958	67.96143544
959	67.89710251
960	67.83976139
961	67.80627813
962	67.79258501
963	67.78058572
964	67.72101947
965	67.68869314
966	67.68037251
967	67.66746799
968	67.66066099
969	67.62720568
970	67.57686465
971	67.53286474
972	67.50756591
973	67.44070384
974	67.41025564
975	67.37029073
976	67.32274072
977	67.30570333
978	67.27175495
979	67.24461851
980	67.19416747
981	67.14852017
982	67.10777167
983	67.03396975
984	67.02433473
985	67.01599863
986	66.96365994
987	66.92910097
988	66.8808004
989	66.82668486
990	66.81357055
991	66.79073269
992	66.75354917
993	66.74058591
994	66.68340381
995	66.64554935
996	66.62298113
997	66.58752825
998	66.54984212
999	66.50694836
1000	66.46125561
1001	66.4295806
1002	66.3847877
1003	66.33622511
1004	66.31801733
1005	66.29664672
1006	66.25756469
1007	66.23970334
1008	66.22982567
1009	66.18608712
1010	66.12470622
1011	66.0573603
1012	66.01311669
1013	65.98920664
1014	65.95852504
1015	65.93839117
1016	65.92926175
1017	65.88359383
1018	65.85693477
1019	65.79356683
1020	65.76275526
1021	65.72814466
1022	65.69229468
1023	65.67487904
1024	65.64893438
1025	65.5719253
1026	65.54942882
1027	65.49576579
1028	65.48645917
1029	65.43454087
1030	65.39444588
1031	65.36211883
1032	65.31696624
1033	65.24205181
1034	65.21310863
1035	65.18564858
1036	65.14809373
1037	65.12295672
1038	65.10052337
1039	65.06714745
1040	65.00148346
1041	64.96804105
1042	64.92422603
1043	64.83555691
1044	64.81916898
1045	64.76840657
1046	64.75315621
1047	64.75113036
1048	64.69204597
1049	64.61860243
1050	64.59623925
1051	64.57225323
1052	64.54872081
1053	64.52273226
1054	64.4948131
1055	64.47935801
1056	64.45922632
1057	64.43262389
1058	64.3897603
1059	64.38541994
1060	64.36364411
1061	64.33288136
1062	64.29773756
1063	64.25153397
1064	64.22258231
1065	64.16524032
1066	64.11706323
1067	64.04486729
1068	64.02175238
1069	63.97799981
1070	63.90185379
1071	63.88868848
1072	63.82276248
1073	63.78320839
1074	63.74417029
1075	63.7035697
1076	63.6864331
1077	63.64630123
1078	63.59643548
1079	63.54669488
1080	63.50399887
1081	63.49307123
1082	63.45346469
1083	63.42873703
1084	63.41120895
1085	63.38316251
1086	63.33131193
1087	63.19744228
1088	63.18107368
1089	63.12226721
1090	63.11256226
1091	63.06457374
1092	63.01663631
1093	62.99592221
1094	62.97688445
1095	62.92016629
1096	62.90141879
1097	62.87304275
1098	62.81725558
1099	62.80554176
1100	62.75156241
1101	62.70941405
1102	62.63997685
1103	62.58803589
1104	62.52229464
1105	62.48955123
1106	62.47729904
1107	62.41437586
1108	62.3688698
1109	62.31590962
1110	62.27014382
1111	62.21006021
1112	62.17668639
1113	62.15412923
1114	62.12250531
1115	62.07131518
1116	62.0020882
1117	61.9599871
1118	61.94514548
1119	61.90423276
1120	61.86975835
1121	61.84106436
1122	61.79085823
1123	61.71844955
1124	61.64719741
1125	61.63522901
1126	61.62664714
1127	61.58642286
1128	61.57276926
1129	61.55225473
1130	61.5287127
1131	61.4717689
1132	61.45836133
1133	61.41481488
1134	61.40739832
1135	61.40036675
1136	61.37144381
1137	61.35757013
1138	61.29846859
1139	61.26089106
1140	61.24106448
1141	61.22067439
1142	61.18058719
1143	61.16903076
1144	61.10852964
1145	61.07214387
1146	61.05501367
1147	60.99602039
1148	60.97117555
1149	60.94032597
1150	60.91577621
1151	60.90069139
1152	60.88936129
1153	60.88858586
1154	60.87280258
1155	60.85777486
1156	60.80310504
1157	60.80068479
1158	60.79905629
1159	60.75622102
1160	60.73788305
1161	60.70793561
1162	60.69526101
1163	60.69320895
1164	60.68548598
1165	60.58714464
1166	60.49616741
1167	60.47338532
1168	60.44260054
1169	60.44137934
1170	60.41952802
1171	60.3973919
1172	60.37796014
1173	60.3233179
1174	60.26108351
1175	60.22150742
1176	60.19853199
1177	60.18815609
1178	60.14277588
1179	60.1179652
1180	60.08946449
1181	60.02910002
1182	59.97090096
1183	59.92725885
1184	59.90880867
1185	59.88954712
1186	59.86944909
1187	59.84079569
1188	59.80166542
1189	59.7746917
1190	59.74834548
1191	59.7180088
1192	59.68926641
1193	59.63904136
1194	59.59494852
1195	59.57142366
1196	59.5660384
1197	59.55681332
1198	59.55459094
1199	59.52148547
